2024.11.23 12:34:14 INFO  Started: Metals version 1.4.1 in folders 'C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou' for client Visual Studio Code 1.95.3.
2024.11.23 12:34:17 WARN  Flyway upgrade recommended: H2 2.3.232 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.224.
2024.11.23 12:34:19 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:34:20 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:34:29 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:34:29 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:34:53 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:34:53 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:34:53 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:20 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:41 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:49 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:51 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:51 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:51 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:56 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\controllers\HomeController.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:56 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:56 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:35:58 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:00 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:00 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:02 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:09 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:10 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:10 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:10 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.23 12:36:11 INFO  no build target found for C:\Users\miney\OneDrive\デスクトップ\Dev\Hackz\ittansaikidou\app\models\ShiritoriGame.scala. Using presentation compiler with project's scala-library version: 3.3.4
